iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
ERI,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
ERI,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
ETH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
ESH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
ESH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
ESH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
ESH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
ESH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
ETH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
FJI,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
ETH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
ETH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
ETH,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
FLK,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
FLK,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
FLK,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
FLK,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
FLK,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
GIB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
FRO,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
FRO,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
FRO,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
FRO,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
FRO,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
BDI,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0.0621423,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.096925
FSM,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
FSM,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
FSM,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
FSM,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
FSM,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
BDI,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,5.2199532,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.096925
